date,headline
20061027,Sensex surges over 100 pts; crosses 12;800
20061027,Sensex zooms 208 pts; nudges 13;000-mark
20061028,Strong Q2 results push sensex closer to 13k-mark
20061030,Sensex set to scale 13;000 this week
20061030,Sensex crosses 13K; Dalal St in raptures
20061030,Sensex @ record high; conquers Mt 13k
20061031,Sensex swings into its teens
20061031,Sensex @ record high; scales peak 13k
20061031,Sensex to stride ahead
20061109,Sensex slips over US poll; Asian stocks
20061111,Sensex gains 145 pts as industry zooms ahead
20061113,Sensex closes 116.09 points up at 13;399
20061116,Sensex rides banking stocks to scale 13;500
20061121,Nifty@new high; Sensex zooms 186 pts
20061122,Sensex surges 186 points
20061122,Mkt buoyant; Sensex crosses 13;700 mark
20061205,Sensex crosses an all-time high of 14;000
20061205,Joy on Dalal St; Sensex surges past 14;000
20061206,Sensex touches 14k peak on strong fund support
20061208,Sensex closes 172.54 pts down at 13;799.49
20061209,Sensex at 30;000 in six years?
20061211,Bloody Monday: Sensex sheds about 500 pts
20061211,Sensex closes 400 points down
20061212,Sensex sheds 400 pts; bank stocks trigger fall
20061212,Bloodbath continues; Sensex down by almost 500 pts
20061212,Carnage on Dalal St; Sensex plunges below 13 K
20061212,Terrible Tuesday: Sensex loses 404 pts
20061214,Sensex gains 186 pts on fund support
20061215,Sensex rallies to gain 305 points
20061215,Sensex opens in the green at 13;545.60
20061215,Mkt range-bound; Sensex closes 127 pts up
20061219,Sensex plunges 300 pts; Nifty 100 pts
20061219,Sensex plunges 350 pts; investors jittery
20061219,Sensex closes 350 pts down on Asian cues
20061220,Sensex slips 349 pts on Thailand tremor
20061220,Sensex Nifty snap 3 week losing streak on fresh buying
20061226,Sensex poised to see volatility; low volumes
20061227,Sensex rises 237 pts on upbeat IT stocks
20061228,Sensex up by 100 points in early trade
20061230,Sensex gains 47%; funds pour in
20070102,IT results to be 1st trigger for sensex
20070103,Sensex up 155 pts on 2007 debut
20070103,Sensex breaches all-time high; closes @ 14;015
20070103,Another first: Sensex crosses 14;000
20070108,Cairn listing; Infy results to play on sensex
20070112,Sensex up 216 points in early trade
20070112,Sensex closes @ all-time high of 14;056.53
20070113,Sensex closes at a record 14;057
20070115,Dalal St joyous as Sensex; Nifty @ all-time high
20070115,Sensex; Nifty close@record high
20070116,Market weak; Sensex up marginally
20070117,Sensex closes 16.61 points up at 14;131
20070118,Sensex@all-time high; crosses 14;300 mark
20070118,Sensex closes 86 points up at 14;217.75
20070119,Sensex up 82 points; touches 14;300 points
20070119,Sensex closes 35 points down at 14;182.71
20070123,Bear clutch: Sensex closes 168 pts down at 14;041
20070130,India Inc celebrates S&P's belated move
20070131,S&P raises India's sovereign rating
20070201,Market rebounds; Sensex closes at 14;267
20070202,Sensex; Nifty zoom; close at all-time high
20070205,Nifty crosses 4200 mark; Sensex up 58 points
20070205,Sensex; Nifty close @ all-time high
20070207,Market in green; Sensex up marginally
20070207,Sensex surges; closes above 14;640
20070208,Economy boom: Sensex up 165 pts
20070208,Sensex closes 8.96 points up at 14;652
20070209,Sensex closes 113 points down at 14;539
20070212,Sensex plunges over 200 pts in early trade
20070212,Market in red; Sensex down 235 pts
20070212,Market volatile; Sensex nosedives 350 pts
20070213,Hindalco; telecom shares pull down sensex by 348 points
20070213,Market firm; Sensex above 14;300 mark
20070213,Sensex ends 100 points lower
20070213,Sensex closes 100 pts down @ 14;090
20070214,Sensex below 14 k post-CRR hike
20070214,Sensex closes 81 points down at 14;009.90
20070215,Sensex closes 345 pts up at 14;355
20070216,Back in business: Sensex gains 354 pts
20070219,Mkt positive; Sensex up 98 pts at 14;453
20070220,Sensex closes 150 pts down; below 14;300 mark
20070224,Sensex sheds 389 pts on fear of populist budget
20070227,Mkt plunges; Sensex down nearly 200 pts
20070227,Mkt volatile; Sensex down 44 points
20070227,Sensex closes 170 points down on Budget eve
20070228,Ahead of budget; sensex sheds 171 points; closes at 13;479
20070228,Sensex down 500 pts after PC's Budgetspeak
20070228,PC fails to charm Dalal St; Sensex closes below 13 K mark
20070302,Sensex rises 221 pts; IT scrips recover
20070302,Sensex closes below 13;000 level
20070305,Market bleeds; Sensex down over 400 pts
20070305,Sensex down 542 pts; touches five-month low
20070305,Market bleeds as Sensex dips over 400 pts
20070305,Market meltdown: Sensex down by 471 pts
20070306,Sensex recovers in early trade; gains 304 pts
20070306,Sensex closes 282 points up at 12;697
20070307,Sensex recovers 282 points
20070308,Sensex surges 470 pts; closes above 13;000
20070308,Sensex soars 470 pts on PSU stocks
20070311,Sensex to stay volatile
20070312,Sensex closes at 12;902.63 points
20070313,Are FIIs really responsible for Sensex crash?
20070313,Market firm; Sensex closes 80 points up
20070314,Sensex tanks over 450 points
20070314,Mkt plunges; Sensex down over 3 per cent
20070315,Sensex nosedives 453 points
20070319,Sensex rises 215 points on Asian gains
20070320,Sensex closes 60.95 pts up at 12;705.94
20070321,Sensex closes 239.94 pts up at 12;945.88
20070321,Sensex soars 240 points on hope of no Fed rate hike
20070322,Sensex closes 362 pts up at 13;308
20070323,Sensex over 13;000 mark again with 362 pts gain
20070323,Sensex closes 22 pts down at 13;285.93
20070326,India; China auto marts carry high risks: S&P
20070326,Sensex rally to continue
20070328,Sensex closes 239.98 pts down at 12;884
20070329,Sensex dips 240 pts on stronger Re
20070402,2006-07: Highs & lows for sensex
20070402,Dalal St bleeds; Sensex down nearly 600 pts
20070402,Mkt jitters: Sensex sheds more than 600 pts
20070403,Day after; Sensex recovers 115 pts in early trade
20070403,Sensex closes 169 pts up at 12;624.58
20070410,Sensex rises 322 pts; institutions help it close past 13;000-mark
20070410,Sensex closes 11.80 pts up at 13;189.54
20070411,Sensex closes 6.30 pts down at 13;183
20070413,Sensex closes strong; IT stocks ride the surge
20070414,Sensex gets 270-pt shot
20070416,Post-Infy; sensex rally to continue
20070416,Sensex closes 311.50 pts up at 13;695.58
20070423,Mkts open strong; Sensex crosses 14;000
20070424,Sensex zooms as RBI keeps key rates unchanged
20070424,Sensex closes 208 pts up at 14;137
20070425,RBI steps boost sensex by 208 points
20070425,Sensex closes 81 pts up at 14;218
20070427,Sensex sheds 320 points as FIIs resort to selling
20070503,Sensex closes 205 pts up
20070504,Profit booking continues; Sensex below 14k
20070504,Market does roller coaster; Sensex closes below 14k
20070507,Sensex closes 55 points down at 13;879
20070508,IT; banks drag Sensex down 113 points
20070509,Sensex down 120 pts; ONGC down; Tata Steel up
20070511,Wary investors use UP results as excuse to pull down Sensex
20070514,Sensex banks on SBI; ends 170 pts up
20070516,Mkts rejoice as Sensex closes above 14k
20070517,Sensex opens in the green at 14;217.36
20070521,Markets open firm; Sensex up by 120 pts
20070521,RIL; ONGC prop Sensex; IT shares hit
20070523,Sensex drops 90 pts; closes at 14363
20070524,Sensex loses 145 points on Thursday
20070528,Sensex to be upwardly mobile in week ahead
20070528,Sensex closes 46 pts up at 14;384
20070530,Sensex sheds 96 points
20070531,Sensex dips 97 points on China factor
20070605,Sensex closes 39 pts up at 14;535
20070606,Sensex down 279 points on correction
20070606,Rupee eases 20 paise to 40.66 on Sensex fall
20070607,Sensex tanks 279 points
20070607,Sensex dips 70 points
20070608,Equities buckle as bank; auto hit; Sensex down 70 points
20070609,Sensex slips 122 points
20070613,Sensex down 128 pts; Nifty closes above 4100
20070615,Profit booking day: Sensex down 41 pts
20070618,Bears triumph: Sensex down 83 points
20070619,S&P assigns BB to SBI's Rs 900cr bond
20070621,Sensex closes 87 pts higher at 14499
20070622,Sensex loses 39 points; closes at 14460
20070625,Markets open flat; Sensex down 11 points
20070625,Markets closes on a positive note; Sensex up 20 points
20070702,Sensex hits all-time high at 14;727
20070703,Sensex touches 14;746
20070703,Sensex; Nifty close at record highs
20070704,Sensex posts modest gains; Nifty ends flat
20070705,Sensex eyes 15K; Re at 9-year high
20070705,Sensex closes at 14;867; down 18 points
20070706,Sensex crosses 15k on gains
20070706,Sensex crosses 15;000 for the first time
20070706,Sensex's new landmark a great show: Brokers
20070707,Sensex hits 15K; tracks Sachin - yet again
20070707,21-year old sensex turns mature; strong
20070707,Mutual funds outpace returns of sensex
20070707,Finally; sensex catches up with Sachin at 15;000 mark
20070709,Sensex breaches 15;000 mark on opening
20070709,Sensex closes above 15000 for the first time
20070710,Sensex ends in red
20070711,Sensex ends below 15k; Nifty down by 19 points
20070712,Sensex; Nifty close at record highs
20070714,Sensex rises 181 points again
20070719,Sensex; Nifty close at tizzy highs
20070725,S&P increases Infosys rating
20070727,Market hit by profit booking; Sensex down 430 pts
20070727,Sensex takes 500 pt knock as bears take charge
20070727,Bears take charge: Sensex tumbles
20070728,Friday fury: Sensex sheds 542
20070801,Carnage continues; Sensex; Nifty 3% lower
20070802,Sensex loses steam as foreign funds pull out
20070802,Global gale blows 615 pts off Sensex
20070802,Sensex loses steam; closes below 15K level
20070803,Sensex closes above 15K mark on brisk buying
20070806,Sensex hurt by fall in Asian markets: FM
20070806,Sensex loses 236 points; closes below 15K
20070807,Indices end marginally up; Sensex retreats below 15K
20070808,Sensex regains 15K as IT back in reckoning
20070809,Sensex rises 375 points
20070809,Sensex loses 208 points; closes at 15100.15 level
20070810,Sensex slips 208 points on BNP Paribas; US loans
20070810,Sensex tumbles over 510 pts on global cues
20070813,Sensex regains 15k on auto; FMCG surge
20070814,Sensex bounces back 149 pts
20070814,Indices end flat; Sensex holds 15K mark
20070817,Sensex of alienation
20070817,Sensex bears global hammering
20070817,M&M arm in Shariah index of S&P
20070817,Sensex remains volatile with global trend; ends 217 pts down
20070818,Sensex recovers; but sheds 217 pts
20070820,Sensex surges 286 points
20070821,Fed cut: Sensex up 286 pts
20070821,Sensex ends below 14K mark
20070824,Sensex falls by 85 points
20070828,Sensex soars 418 points
20070828,Sensex closes 77 points higher
20070829,Metals help Sensex regain lost ground
20070830,Sensex regains 15;000; Nifty ends 1.22% higher
20070830,Sensex regains 15;000; Nifty ends 1.22% higher
20070901,Indian whiz Deven Sharma named president of S&P
20070901,Sensex scores biggest point-wise gains
20070904,Equities take a festive break; Sensex adds 43 points
20070908,Select scrips help sensex script a smart recovery
20070912,Sensex loses 37 points at close
20070912,Sensex loses 37 points at close
20070915,RIL helps Sensex to land in positive terrain during the week
20070918,Sensex; Nifty end on a positive note
20070918,Sensex; Nifty end on a positive note
20070919,Sensex; Nifty at all-time high
20070919,Sensex; Nifty at all-time high
20070919,Sensex crosses 16K level
20070920,Investment gurus see Sensex at 19K
20070921,Rupee rise affects IT; sensex rises 25 points
20070924,Religare's take on Sensex & Nifty
20070924,Religare's take on Sensex & Nifty
20070925,Sensex just a whisker away from 17;000
20070925,Sensex a whisker away from 17;000
20070926,Sensex may score fastest 1000
20070926,Record $11b FII inflow lifts Sensex to a high
20070926,Sensex closes 22 points higher
20070926,Sensex hits 17;000 mark
20070926,Sensex may score fastest 1000
20070926,Sweet 16 over; Sensex turns sexy 17
20070926,Sensex closes 22 points higher
20070926,Record FII inflow lifts Sensex to a high
20070927,Sensex closes above 17k; Nifty at 5000
20070928,Nifty scales 5K; sensex above 17K
20070928,Sensex on a high again; jumps 105 points
20070928,Sensex on a high again
20070928,Sensex ends 141 points up
20070929,Sensex 17;000: Beware of the black swan
20071001,Sensex ends moderately higher
20071003,Sensex closes in on 18K as bull run continues
20071003,Sensex; Nifty bounce back; close at record highs
20071004,Swinging sensex flirts with 18K
20071004,Profit booking breaks bull run; Sensex down 111 pts
20071005,Sensex nudges 18K on RIL support
20071008,DLF to replace Dr Reddy's on Sensex
20071008,Sensex sheds 282 points
20071009,Swinging sensex misses 18K
20071009,Sensex touches new all-time high
20071009,No worries Left for Sensex as it hits 18K
20071009,Sensex hits 18K
20071009,Sensex rebounds on IT bull run
20071009,Sensex hits 18k
20071010,Indices end at all-time high; Sensex eyes 19K
20071011,Sensex leaps towards 19;000
20071011,Does the relentless rise of the Sensex make you happy?
20071011,Indices pull back; Sensex closes at 18;814.07
20071012,TODAY'S EDITORIAL: Sensex & Sensibility
